utterance,intent,category
could you help me to check what delivery options I have?,delivery_options,DELIVERY
I am trying to check what delivery options are available,delivery_options,DELIVERY
I need assistance checking the delivery options,delivery_options,DELIVERY
could you help me check the options for delivery?,delivery_options,DELIVERY
can you tell me about the options for delivery?,delivery_options,DELIVERY
how could I check what delivery options you offer?,delivery_options,DELIVERY
can you help me to check what delivery options I can choose?,delivery_options,DELIVERY
how could I check what options for delivery I have?,delivery_options,DELIVERY
I have got to check what options for delivery are available,delivery_options,DELIVERY
could you help me check what options for delivery you offer?,delivery_options,DELIVERY
could I check the options for delivery?,delivery_options,DELIVERY
information about the delivery options,delivery_options,DELIVERY
I need help checking the options for delivery,delivery_options,DELIVERY
I want assistance checking the options for delivery,delivery_options,DELIVERY
where can I get information about the delivery options?,delivery_options,DELIVERY
I call to check the options for delivery,delivery_options,DELIVERY
what delivery options are available?,delivery_options,DELIVERY
I want help to check what options for delivery you offer,delivery_options,DELIVERY
I would like to know more about the delivery options,delivery_options,DELIVERY
help checking what delivery options I have,delivery_options,DELIVERY
how do I check what delivery options I can choose?,delivery_options,DELIVERY
I want information about the delivery options,delivery_options,DELIVERY
could you show me what delivery options you offer?,delivery_options,DELIVERY
could you show me what options for delivery I have?,delivery_options,DELIVERY
I want to check what options for delivery I can choose,delivery_options,DELIVERY
I want help to check what delivery options are available,delivery_options,DELIVERY
I would like to check what delivery options I can choose,delivery_options,DELIVERY
will you give me information about the options for delivery?,delivery_options,DELIVERY
can you show me what options for delivery I have?,delivery_options,DELIVERY
help to check what delivery options I have,delivery_options,DELIVERY
I need to check what options for delivery you offer,delivery_options,DELIVERY
I want help to check what delivery options I can choose,delivery_options,DELIVERY
I need to check the delivery options,delivery_options,DELIVERY
I want to know more about the options for delivery,delivery_options,DELIVERY
where can I check what delivery options I can choose?,delivery_options,DELIVERY
I have a problem with the options for delivery,delivery_options,DELIVERY
assistance checking the options for delivery,delivery_options,DELIVERY
where could I find information about the delivery options?,delivery_options,DELIVERY
question about the options for delivery,delivery_options,DELIVERY
I have problems with the delivery options,delivery_options,DELIVERY
will you show me what options for delivery are available?,delivery_options,DELIVERY
where to check what options for delivery I have?,delivery_options,DELIVERY
I need help to check what delivery options you offer,delivery_options,DELIVERY
where do I check the delivery options?,delivery_options,DELIVERY
I need to check what options for delivery I have,delivery_options,DELIVERY
how could I find information about the delivery options?,delivery_options,DELIVERY
will you show me what options for delivery I can choose?,delivery_options,DELIVERY
I am looking for information about the delivery options,delivery_options,DELIVERY
I do not know how I can check the options for delivery,delivery_options,DELIVERY
I call to check what delivery options I can choose,delivery_options,DELIVERY
I need help checking what delivery options are available,delivery_options,DELIVERY
I try to check what delivery options you offer,delivery_options,DELIVERY
what options for delivery are available?,delivery_options,DELIVERY
help me check the delivery options,delivery_options,DELIVERY
assistance checking what delivery options I have,delivery_options,DELIVERY
help me checking what options for delivery I can choose,delivery_options,DELIVERY
could I check what delivery options you offer?,delivery_options,DELIVERY
I need assistance checking the options for delivery,delivery_options,DELIVERY
where could I check what delivery options I can choose?,delivery_options,DELIVERY
can I check the options for delivery?,delivery_options,DELIVERY
help me check what options for delivery are available,delivery_options,DELIVERY
could you tell me more about the delivery options?,delivery_options,DELIVERY
I need assistance checking what options for delivery I have,delivery_options,DELIVERY
can you help me checking what options for delivery I have?,delivery_options,DELIVERY
will you show me what options for delivery I have?,delivery_options,DELIVERY
where to check what delivery options I have?,delivery_options,DELIVERY
how can I check what delivery options I have?,delivery_options,DELIVERY
I call to check what options for delivery you offer,delivery_options,DELIVERY
I need help checking the delivery options,delivery_options,DELIVERY
I call to check what options for delivery I have,delivery_options,DELIVERY
I want assistance to check the delivery options,delivery_options,DELIVERY
can you show me what options for delivery I can choose?,delivery_options,DELIVERY
where to check what options for delivery are available?,delivery_options,DELIVERY
show me what options for delivery I have,delivery_options,DELIVERY
help me to check what delivery options I can choose,delivery_options,DELIVERY
check options for delivery,delivery_options,DELIVERY
assistance checking the delivery options,delivery_options,DELIVERY
the delivery options,delivery_options,DELIVERY
I want help to check the delivery options,delivery_options,DELIVERY
I call to check what options for delivery are available,delivery_options,DELIVERY
show me what options for delivery I can choose,delivery_options,DELIVERY
I do not know how I can check what delivery options I have,delivery_options,DELIVERY
I have got to check what options for delivery I have,delivery_options,DELIVERY
how could I check the options for delivery?,delivery_options,DELIVERY
how could I get information about the delivery options?,delivery_options,DELIVERY
what delivery options do I have?,delivery_options,DELIVERY
help me to check what options for delivery you offer,delivery_options,DELIVERY
can you help me check the options for delivery?,delivery_options,DELIVERY
show me what options for delivery you offer,delivery_options,DELIVERY
help checking what delivery options you offer,delivery_options,DELIVERY
I would like to know about the delivery options,delivery_options,DELIVERY
